,title,detokenized_title
3666,"['give', 'space', 'set', 'trap', '(', 'mobile', 'big', 'guy', 'bjj', ')']",give space set trap ( mobile big guy bjj )
3667,"['catch', 'release', 'better', 'bjj', 'submissions']",catch release better bjj submissions
3668,"['bjj', 'ride', ""n't"", 'last', 'forever']",bjj ride n't last forever
3669,"['2', 'outside', 'gym', 'tip', 'support', 'harder', 'bjj', 'train']",2 outside gym tip support harder bjj train
3670,"['get', 'catch', 'kimura', 'pass', 'guard', '-', 'bjj', 'match', 'review']",get catch kimura pass guard - bjj match review
3671,"['versatile', 'bjj', 'arm', 'lock', '3', 'different', 'guard', 'position']",versatile bjj arm lock 3 different guard position
3672,"['build', 'basic', 'bjj', 'game', 'plan', 'competitions']",build basic bjj game plan competitions
3673,"['bjj', 'gauntlet', 'reactions', 'gym', 'grandma']",bjj gauntlet reactions gym grandma
3674,"['hold', 'side', 'control', 'concepts', '(', 'hips', ',', 'shoulder', ',', 'neck', ')']","hold side control concepts ( hips , shoulder , neck )"
3675,"['leave', 'bjj', 'gym', 'instructor', '7', 'years']",leave bjj gym instructor 7 years
3676,"['panic', 'feel', 'claustrophobia', 'bjj', 'white', 'belt', '(', '2', 'tip', ')']",panic feel claustrophobia bjj white belt ( 2 tip )
3677,"['counter', 'darce', 'choke', 'half', 'guard', 'sweep']",counter darce choke half guard sweep
3678,"['reverse', 'grip', 'adjustment', 'finish', 'arm', 'guillotine', 'choke']",reverse grip adjustment finish arm guillotine choke
3679,"['promote', '``', 'little', 'brother', ""''"", 'bjj', 'black', 'belt']",promote `` little brother '' bjj black belt
3680,"['smart', 'bjj', 'train', '-', 'always', 'better']",smart bjj train - always better
3681,"['irrational', 'fear', '1st', 'bjj', 'class']",irrational fear 1st bjj class
3682,"['3', 'bjj', 'choke', 'back', 'mount', 'opponent', 'escape']",3 bjj choke back mount opponent escape
3683,"['escape', 'heavy', 'mount', 'bjj', 'sweep', '(', 'single', 'x', 'sweep', ')']",escape heavy mount bjj sweep ( single x sweep )
3684,"['stop', 'focus', ""n't"", 'know', 'white', 'belt', 'bjj']",stop focus n't know white belt bjj
3685,"['6', 'bjj', 'armbar', 'drill', '3', 'corkscrew', 'finish']",6 bjj armbar drill 3 corkscrew finish
3686,"['weird', 'kimura', 'grip', 'break', 'defense']",weird kimura grip break defense
3687,"['disable', 'grip', 'double', 'leg', 'takedown', 'bjj']",disable grip double leg takedown bjj
3688,"['eliminate', 'bjj', 'belt', 'frustration', 'focus']",eliminate bjj belt frustration focus
3689,"['avoid', 'injuries', 'crossfit', 'bjj']",avoid injuries crossfit bjj
3690,"['3', 'part', 'bjj', 'drill', 'sequence', '-', 'back', 'take', 'turtle']",3 part bjj drill sequence - back take turtle
3691,"['bjj', 'single', 'leg', 'vs', 'grip', '’', 'break']",bjj single leg vs grip ’ break
3692,"['build', 'stronger', 'bjj', 'grip', 'farmers', 'walk']",build stronger bjj grip farmers walk
3693,"['depress', 'bjj', 'white', 'belt', '1st', 'tournament', 'loss']",depress bjj white belt 1st tournament loss
3694,"['question', 'new', 'head', 'bjj', 'instructor']",question new head bjj instructor
3695,"['easy', 'armbar', 'mount', 'bicep', 'grip', 'defense']",easy armbar mount bicep grip defense
3696,"['weight', 'train', 'bjj', 'vlog', ':', 'intro']",weight train bjj vlog : intro
3697,"['counter', 'tight', 'top', 'half', 'guard', '(', 'sweep', '/', 'off-balance', 'technique', ')']",counter tight top half guard ( sweep / off-balance technique )
3698,"['big', 'bully', 'coach', 'bjj', 'white', 'belt']",big bully coach bjj white belt
3699,"['change', 'destructive', 'bjj', 'mindset']",change destructive bjj mindset
3700,"['bjj', 'flow', 'roll', 'white', 'belt', 'rep', 'techniques']",bjj flow roll white belt rep techniques
3701,"['puller', '/', 'passer', 'situational', 'bjj', 'drill', '(', 'stop', 'improve', 'guard', 'pull', ')']",puller / passer situational bjj drill ( stop improve guard pull )
3702,"['chewy', 'compete', 'charlotte', 'open', 'finals']",chewy compete charlotte open finals
3703,"['increase', 'success', 'kimura', 'side', 'control']",increase success kimura side control
3704,"['simple', 'guard', 'pull', 'counter', 'adjustments']",simple guard pull counter adjustments
3705,"['good', 'mindset', 'bjj', 'competitions', '?']",good mindset bjj competitions ?
3706,"['stop', 'younger', 'faster', 'bjj', 'train', 'partner', 'old', 'guy', '(', 'put', 'brake', ')']",stop younger faster bjj train partner old guy ( put brake )
3707,"['chewy', 'compete', 'gi', 'pan', '2016', 'match', '2']",chewy compete gi pan 2016 match 2
3708,"['chewy', 'compete', 'gi', 'pan', '2016', 'match', '1']",chewy compete gi pan 2016 match 1
3709,"['develop', 'mental', 'toughness', 'bjj', '?']",develop mental toughness bjj ?
3710,"['rich', 'get', 'bjj', 'black', 'belt', 'derby', 'city', 'mma']",rich get bjj black belt derby city mma
3711,"['ca', ""n't"", 'free', 'ankle', 'quarter', 'guard', 'bjj']",ca n't free ankle quarter guard bjj
3712,"['teaser', '-', 'bjj', 'train', 'undisputed', 'tucson', 'vlog']",teaser - bjj train undisputed tucson vlog
3713,"['get', 'good', 'bjj', 'technique', '?']",get good bjj technique ?
3714,"['ca', ""n't"", 'sit', 'back', 'heel', 'inside', 'full', 'guard', '(', 'knee', 'surgery', ')']",ca n't sit back heel inside full guard ( knee surgery )
3715,"['focus', 'less', 'get', 'submissions', 'bjj']",focus less get submissions bjj
3716,"['2', 'bjj', 'half', 'guard', 'drill', '(', 'underhook', 'counter', '&', 'control', ')']",2 bjj half guard drill ( underhook counter & control )
3717,"[""n't"", 'let', 'lock', 'hand', 'stop', 'bjj', 'mount', 'submissions']",n't let lock hand stop bjj mount submissions
3718,"['become', 'fast', 'big', 'guy', 'bjj', 'roll', 'way']",become fast big guy bjj roll way
3719,"['’', 'moment', 'bjj', 'white', 'belt', '(', 'keep', 'train', ')']",’ moment bjj white belt ( keep train )
3720,"['blast', 'guillotine', 'choke', 'double', 'leg', 'takedown']",blast guillotine choke double leg takedown
3721,"['cut', 'pass', 'counter', 'use', 'sit', 'guard', 'adjustment', '(', 'continuous', 'bjj', 'drill', ')']",cut pass counter use sit guard adjustment ( continuous bjj drill )
3722,"['avoid', 'stuckness', 'trap', 'bjj', 'train']",avoid stuckness trap bjj train
3723,"['sit', 'guard', 'pass', 'defense', '(', 'continuous', 'bjj', 'drill', ')']",sit guard pass defense ( continuous bjj drill )
3724,"['bjj', 'open', 'guard', 'sweep', 'half', 'guard', 'back', 'take', '(', 'continuous', 'bjj', 'drill', ')']",bjj open guard sweep half guard back take ( continuous bjj drill )
3725,"['2', 'non-bjj', 'book', 'bjj', 'train']",2 non-bjj book bjj train
3726,"[""'re"", 'go', 'lose', 'bjj', 'tournaments', ',', 'lose', 'fear']","'re go lose bjj tournaments , lose fear"
3727,"['chewy', 'compete', 'master', 'worlds', '2016']",chewy compete master worlds 2016
3728,"['simple', 'single', 'leg', 'setup', 'frankenstein', 'opponent']",simple single leg setup frankenstein opponent
3729,"['10', 'bjj', 'solo', 'drill', 'w/', 'heavy', 'bag', '(', 'top', 'pressure', 'movement', ')']",10 bjj solo drill w/ heavy bag ( top pressure movement )
3730,"['``', 'chin', 'eye', ""''"", 'finish', 'arm', 'triangle', 'choke', '(', 'arm', 'triangle', 'tip', ')']",`` chin eye '' finish arm triangle choke ( arm triangle tip )
3731,"['know', ""'m"", 'ready', 'compete', 'bjj', '?']",know 'm ready compete bjj ?
3732,"['grapple', 'dummy', 'waste', 'money']",grapple dummy waste money
3733,"[""n't"", 'feel', 'comfortable', 'use', 'full', 'guard']",n't feel comfortable use full guard
3734,"['finals', 'match', 'bjj', 'kumite', '2016']",finals match bjj kumite 2016
3735,"['lack', 'motivation', 'bjj', 'train']",lack motivation bjj train
3736,"['5k', 'row', 'workout', 'bjj', 'cardio']",5k row workout bjj cardio
3737,"['louisville', 'bjj', 'train', 'derby', 'city', 'mma']",louisville bjj train derby city mma
3738,"['get', 'better', 'escape', 'side', 'control', 'mount']",get better escape side control mount
3739,"['stealthy', 'grip', 'setup', 'baseball', 'choke', 'side', 'control']",stealthy grip setup baseball choke side control
3740,"['chin', 'strap', 'grip', 'choke', 'muscular', 'person']",chin strap grip choke muscular person
3741,"['fix', 'bad', 'shoulder', 'stronger', 'back']",fix bad shoulder stronger back
3742,"['start', 'bjj', 'neck', 'injury']",start bjj neck injury
3743,"['simple', 'trick', 'break', 'grip', 'armbar', 'mount']",simple trick break grip armbar mount
3744,"['stop', 'think', 'techniques', 'bjj', 'white', 'belt']",stop think techniques bjj white belt
3745,"['5', 'bjj', 'low', 'guard', 'pass', 'position', 'drill', '(', 'flow', 'drill', ')']",5 bjj low guard pass position drill ( flow drill )
3746,"['stand', 'guillotine', 'choke', 'defense', '2', 'takedowns']",stand guillotine choke defense 2 takedowns
3747,"['stop', 'get', 'stick', 'half', 'guard', '(', 'stand', 'guard', 'pass', ')']",stop get stick half guard ( stand guard pass )
3748,"['roll', 'longer', 'bjj', 'white', 'belt', 'simple', 'tip']",roll longer bjj white belt simple tip
3749,"['drill', 'side', 'bjj', '(', '3', 'benefit', ')']",drill side bjj ( 3 benefit )
3750,"['fix', 'tight', 'upper', 'back', 'muscle', 'bjj', 'train']",fix tight upper back muscle bjj train
3751,"['tip', 'grapple', '30', '(', 'feel', 'better', '31', '28', ')']",tip grapple 30 ( feel better 31 28 )
3752,"['train', 'bjj', 'meniscus', 'surgery', '(', 'learn', 'mistake', ')']",train bjj meniscus surgery ( learn mistake )
3753,"['competition', 'train', 'bjj', 'cardio', 'workout']",competition train bjj cardio workout
3754,"['3', 'tip', 'effective', 'stand', 'guard', 'pass', 'bjj']",3 tip effective stand guard pass bjj
3755,"['11', 'solo', 'bjj', 'drill', 'w/', 'stability', 'ball', '(', 'guard', 'pass', 'hips', ')']",11 solo bjj drill w/ stability ball ( guard pass hips )
3756,"[""'m"", 'history', 'nerd']",'m history nerd
3757,"['stand', 'pass', 'bjj', 'drill', '(', 'sweep', ',', 'sub', ',', 'better', 'cardio', ')']","stand pass bjj drill ( sweep , sub , better cardio )"
3758,"['white', 'belt', 'question', 'instructors', 'technique']",white belt question instructors technique
3759,"['train', 'gi', 'gi', '?', '(', 'one', 'right', ')']",train gi gi ? ( one right )
3760,"['white', 'belt', 'takedown', 'knees']",white belt takedown knees
3761,"['2', 'tip', 'guard', 'players', 'ca', ""n't"", 'hold', 'top', 'position', 'roll']",2 tip guard players ca n't hold top position roll
3762,"['de', 'la', 'riva', 'sweep', '(', '3', 'continuous', 'chain', 'bjj', 'drill', ')']",de la riva sweep ( 3 continuous chain bjj drill )
3763,"['improve', 'open', 'guard', '(', 'guard', 'pass', 'bjj', 'drill', ')']",improve open guard ( guard pass bjj drill )
3764,"['cardio', 'workout', 'bad', 'knees', 'bjj', 'competitions']",cardio workout bad knees bjj competitions
3765,"['4', 'bjj', 'leg', 'lock', 'drill', '(', 'continuous', 'movement', 'people', ')']",4 bjj leg lock drill ( continuous movement people )
3766,"['grip', 'single', 'leg', 'takedown', 'gi', 'gi']",grip single leg takedown gi gi
3767,"['underhook', 'counter', 'butterfly', 'guard', 'sweep', '(', 'w/', 'drill', 'practice', ')']",underhook counter butterfly guard sweep ( w/ drill practice )
3768,"['performance', 'pressure', '4', 'stripe', 'white', 'belt']",performance pressure 4 stripe white belt
3769,"['short', 'split', 'cardio', 'workout', 'bjj', '(', 'cosgrove', ""'s"", 'evil', '8', ')']",short split cardio workout bjj ( cosgrove 's evil 8 )
3770,"['takedowns', 'leglocks', 'dangerous', 'cause', 'injuries', 'bjj']",takedowns leglocks dangerous cause injuries bjj
3771,"['armbar', 'mount', '(', 'detail', 'counter', '1', 'common', 'defense', ')']",armbar mount ( detail counter 1 common defense )
3772,"['5', 'armbar', 'drill', '4', 'position', '+', '2', 'chain', 'drill']",5 armbar drill 4 position + 2 chain drill
3773,"['single', 'leg', 'takedown', 'bjj', 'w/', 'gi', '(', ""n't"", 'double', 'butt', 'scoot', ')']",single leg takedown bjj w/ gi ( n't double butt scoot )
3774,"['bjj', 'back', 'mount', 'drill', '(', ""n't"", 'lose', 'back', 'mount', ')']",bjj back mount drill ( n't lose back mount )
3775,"['tip', 'break', 'mental', 'barriers', '(', 'dickhead', 'blue', 'belt', ')']",tip break mental barriers ( dickhead blue belt )
3776,"['bjj', 'speed', 'drill', 'session', 'cardio']",bjj speed drill session cardio
3777,"['beat', 'purple', 'belt', 'white', 'belt', '(', 'accept', 'lose', ')']",beat purple belt white belt ( accept lose )
3778,"['bjj', 'drill', 'side', 'control', 'movement', '(', 'mat', 'chewy', ')']",bjj drill side control movement ( mat chewy )
3779,"['7', 'bjj', 'solo', 'drill', 'build', 'better', 'hip', 'movement']",7 bjj solo drill build better hip movement
3780,"['3', 'tip', 'eliminate', 'hesitation', 'bjj']",3 tip eliminate hesitation bjj
3781,"['side', 'control', 'escape', 'opponent', 'post', 'hand', 'mat']",side control escape opponent post hand mat
3782,"['ca', ""n't"", 'sleep', 'work', 'bjj', 'train']",ca n't sleep work bjj train
3783,"['6', 'bjj', 'side', 'control', 'movement', 'drill', '(', 'kill', 'defense', 'quick', 'counter', ')']",6 bjj side control movement drill ( kill defense quick counter )
3784,"['wwe', 'bjj', 'ladder', 'match']",wwe bjj ladder match
3785,"['leave', 'bjj', 'gym', 'jealous', 'instructor']",leave bjj gym jealous instructor
3786,"['sneaky', 'back', 'mount', 'arm', 'lock', 'someone', 'defend', 'choke']",sneaky back mount arm lock someone defend choke
3787,"['7', 'bjj', 'back', 'mount', 'drill', '(', 'position', 'submissions', ')']",7 bjj back mount drill ( position submissions )
3788,"['bjj', 'train', 'get', 'older', 'reps', 'vs', 'time']",bjj train get older reps vs time
3789,"['bjj', 'drill', 'improve', 'cardio', 'speed', 'guard', 'pass']",bjj drill improve cardio speed guard pass
3790,"['flourless', 'chocolate', 'raspberry', 'protein', 'muffins', '(', 'easy', 'prepare', 'snack', ')']",flourless chocolate raspberry protein muffins ( easy prepare snack )
3791,"['10', 'bjj', 'turtle', 'attack', 'guard', 'pass', '(', 'back', 'take', 'crucifix', ')']",10 bjj turtle attack guard pass ( back take crucifix )
3792,"['7', 'armbar', 'drill', 'side', 'control', 'knee', 'belly']",7 armbar drill side control knee belly
3793,"['7', 'simple', 'bjj', 'mount', 'attack', '(', '2', '1', 'keylock', 'setup', ')']",7 simple bjj mount attack ( 2 1 keylock setup )
3794,"['7', 'bjj', 'side', 'control', 'escape', 'guard', 'pass', 'counter', 'drill']",7 bjj side control escape guard pass counter drill
3795,"['10', 'bjj', 'guard', 'pass', 'drill', '(', 'start', 'high', 'work', 'low', ')']",10 bjj guard pass drill ( start high work low )
3796,"['7', 'bjj', 'back', 'step', 'drill', 'submissions']",7 bjj back step drill submissions
3797,"['back', 'step', 'shoulder', 'lock', '(', 'ugly', 'armbar', ')']",back step shoulder lock ( ugly armbar )
3798,"['avoid', 'bad', 'days', 'bjj', '(', ""n't"", 'set', 'expectations', ')']",avoid bad days bjj ( n't set expectations )
3799,"['7', 'bjj', 'drill', 'butterfly', 'guard', 'arm', 'drag']",7 bjj drill butterfly guard arm drag
3800,"['straight', 'ankle', 'lock', 'counter', 'common', 'escape']",straight ankle lock counter common escape
3801,"['3', 'bjj', 'book', 'anyone', '(', 'beginners', 'advance', ')']",3 bjj book anyone ( beginners advance )
3802,"['7', 'bjj', 'drill', 'side', 'control']",7 bjj drill side control
3803,"['roll', 'lower', 'belt', 'bjj']",roll lower belt bjj
3804,"['chewy', 'compete', 'e.g.o', '2015', '(', 'match', '1', ')']",chewy compete e.g.o 2015 ( match 1 )
3805,"['chewy', 'compete', 'e.g.o', '2015', '(', 'match', '2', ')']",chewy compete e.g.o 2015 ( match 2 )
3806,"['bjj', 'game', ':', 'tag', 'team', 'roll']",bjj game : tag team roll
3807,"['guillotine', 'choke', 'defense', 'use', 'front', 'head', 'lock', 'counter', 'wrestle']",guillotine choke defense use front head lock counter wrestle
3808,"['bjj', 'handshake', 'train', 'do', ""don'ts""]",bjj handshake train do don'ts
3809,"['tip', 'improve', 'kimura', 'side', 'control', 'straight', 'arm', 'lock']",tip improve kimura side control straight arm lock
3810,"['kimura', 'close', 'guard', 'white', 'belt', '(', 'small', 'detail', 'improve', 'success', ')']",kimura close guard white belt ( small detail improve success )
3811,"['break', 'close', 'guard', 'white', 'belt', '(', ""n't"", 'make', '2', 'mistake', ')']",break close guard white belt ( n't make 2 mistake )
3812,"['escape', 'side', 'control', '300lbs', 'wrestler']",escape side control 300lbs wrestler
3813,"['funny', 'bjj', 'video', ':', 'gi', 'unrealistic']",funny bjj video : gi unrealistic
3814,"['bjj', 'self', 'defense', '80s']",bjj self defense 80s
3815,"['record', 'bjj', 'train', 'get', 'better', 'feedback']",record bjj train get better feedback
3816,"['2', 'techniques', 'improve', 'posture', 'prevent', 'shoulder', 'injuries', 'bjj']",2 techniques improve posture prevent shoulder injuries bjj
3817,"['half', 'guard', 'sweep', 'back', 'take', '(', 'chewjitsu', 'open', 'mat', ')']",half guard sweep back take ( chewjitsu open mat )
3818,"['4', 'tip', 'deal', 'bjj', 'tournament', 'anxiety']",4 tip deal bjj tournament anxiety
3819,"['lapel', 'choke', 'defense', 'back', 'mount', '(', 'simple', 'way', 'break', 'grip', ')']",lapel choke defense back mount ( simple way break grip )
3820,"['bjj', 'food', 'tip', ':', 'mash', 'sweet', 'potatoes', '(', 'great', 'carbohydrate', 'performance', ')']",bjj food tip : mash sweet potatoes ( great carbohydrate performance )
3821,"['5', 'bjj', 'techniques', 'stop', 'guard', 'retention']",5 bjj techniques stop guard retention
3822,"['bjj', 'food', 'tip', ':', 'ropa', 'vieja']",bjj food tip : ropa vieja
3823,"['de', 'la', 'riva', 'sweep', 'mount']",de la riva sweep mount
3824,"['flower', 'sweep', '(', 'tip', 'counter', 'guard', 'break', 'improve', 'time', ')']",flower sweep ( tip counter guard break improve time )
